C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_177.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_177.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_177.jpg, 0, 0, 0, 7.814711E-05
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_284.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_284.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_284.jpg, 0, 0, 0, 7.834944E-05
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_393.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_393.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_393.jpg, 0, 0, 0, 8.018382E-05
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_495.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_495.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_495.jpg, 0, 0.0646194, 0, 0.03287271
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_606.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_606.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_606.jpg, 0, 0.3623271, 0, 0.3084606
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_707.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_707.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_707.jpg, 0, 0.6715043, 0, 0.909078
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_820.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_820.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_820.jpg, 0, 1, 0, 2.041603
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_28_929.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_28_929.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_28_929.jpg, 0, 1, 0, 3.19219
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_29_039.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_29_039.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_29_039.jpg, 0, 1, 0, 4.59621
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_29_143.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_29_143.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_29_143.jpg, 0, 1, 0, 5.756109
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_29_244.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_29_244.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_29_244.jpg, -0.2763624, 1, 0, 6.887969
C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\center_2020_09_16_10_32_29_354.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\left_2020_09_16_10_32_29_354.jpg, C:\Users\IMT Marco Carranco\Desktop\practicasPython\teslaVision\selfDriving\CarSim\IMG\IMG\right_2020_09_16_10_32_29_354.jpg, 0, 1, 0, 8.250632
